loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L001542,B8076,JUMBO,2023-09-29,2043-09-29,730150.00,595776.47,6.443,180,NE,CASH_OUT,B,30,MEDIUM,CURRENT,0,PNC Bank,2033-03-11,2033-03-11,INCOMPLETE,SERVICING_SYS
L001543,B2844,VA,2023-09-27,2038-09-27,560527.00,0.00,3.763,360,DE,PURCHASE,B+,1,LOW,PAID_OFF,0,Wells Fargo,2026-07-10,2026-08-09,COMPLETE,SERVICING_SYS
L001544,B5299,JUMBO,2020-05-15,2040-05-15,289826.00,231346.31,3.301,240,NJ,CASH_OUT,C,12,HIGH,DELINQUENT,46,Wells Fargo,2023-02-23,2023-03-02,COMPLETE,MANUAL_ENTRY
L001545,B4506,VA,2020-12-10,2040-12-10,149856.00,83286.99,3.41,180,MS,REFINANCE,A+,0,HIGH,CURRENT,0,Quicken Loans,2028-04-19,2028-05-12,COMPLETE,SERVICING_SYS
L001546,B9698,VA,2018-02-14,2048-02-14,152467.00,110516.27,6.268,180,NE,PURCHASE,B,6,HIGH,CURRENT,0,Quicken Loans,2019-12-12,2019-12-12,COMPLETE,SERVICING_SYS
L001547,B2573,VA,2012-04-13,2032-04-13,469899.00,0.00,6.877,240,NY,CASH_OUT,B+,7,HIGH,CLOSED,0,Wells Fargo,2017-05-08,2017-05-25,COMPLETE,SERVICING_SYS
L001548,B7593,CONVENTIONAL,2022-10-30,2042-10-30,93767.00,59713.73,3.236,180,MO,PURCHASE,A,2,VERY_HIGH,CURRENT,0,Bank of America,2033-06-09,2033-06-28,COMPLETE,MANUAL_ENTRY
L001549,B5418,CONVENTIONAL,2010-11-19,2025-11-19,509621.00,0.00,5.433,240,ID,CASH_OUT,C,10,LOW,PAID_OFF,0,Quicken Loans,2016-02-15,2016-03-14,COMPLETE,ORIGINATION_SYS
L001550,B5095,VA,2018-03-11,2048-03-11,297831.00,218005.92,8.489,240,KS,REFINANCE,B+,25,HIGH,DEFAULT,307,PNC Bank,2023-04-07,2023-04-23,COMPLETE,ORIGINATION_SYS
L001551,B2398,FHA,2020-12-20,2035-12-20,526530.00,201796.11,3.883,240,WI,PURCHASE,A+,0,LOW,CURRENT,0,Bank of America,2023-06-16,2023-06-22,COMPLETE,SERVICING_SYS
L001552,B4686,VA,2016-12-13,2031-12-13,566422.00,0.00,5.379,360,NH,PURCHASE,B+,8,LOW,CLOSED,0,JPMorgan Chase,2019-07-29,2019-08-20,INCOMPLETE,MANUAL_ENTRY
L001553,B8159,VA,2010-04-01,2040-04-01,104053.00,93045.49,5.864,180,AK,CASH_OUT,B,27,HIGH,DELINQUENT,44,JPMorgan Chase,2019-05-09,2019-06-08,MISSING,SERVICING_SYS
L001554,B2119,FHA,2015-04-28,2045-04-28,543748.00,0.00,7.818,360,PA,PURCHASE,A,25,MEDIUM,PAID_OFF,0,PNC Bank,2023-05-04,2023-05-08,MISSING,ORIGINATION_SYS
L001555,B2353,CONVENTIONAL,2011-09-11,2031-09-11,707061.00,514378.84,6.013,360,GA,REFINANCE,A+,27,HIGH,CURRENT,0,Quicken Loans,2013-07-23,2013-08-16,INCOMPLETE,SERVICING_SYS
L001556,B7140,VA,2015-12-04,2045-12-04,709675.00,0.00,4.181,180,CT,CASH_OUT,A+,21,HIGH,PAID_OFF,0,Wells Fargo,2023-11-09,2023-11-15,COMPLETE,SERVICING_SYS
L001557,B9845,CONVENTIONAL,2014-03-17,2044-03-17,69178.00,51651.56,6.64,180,WA,REFINANCE,A+,9,LOW,CURRENT,0,US Bank,2016-08-07,2016-08-31,INCOMPLETE,SERVICING_SYS
L001558,B9556,FHA,2011-10-20,2031-10-20,450557.00,331607.45,3.69,240,AR,PURCHASE,A,5,VERY_HIGH,CURRENT,0,JPMorgan Chase,2022-06-29,2022-07-16,COMPLETE,SERVICING_SYS
L001559,B8679,JUMBO,2010-04-04,2025-04-04,51698.00,0.00,2.777,360,XX,REFINANCE,B+,21,VERY_HIGH,PAID_OFF,0,Quicken Loans,2014-10-07,2014-10-10,MISSING,ORIGINATION_SYS
L001560,B8909,CONVENTIONAL,2020-06-06,2040-06-06,201394.00,157349.27,6.319,180,NY,PURCHASE,A,9,VERY_HIGH,CURRENT,0,US Bank,2025-12-06,2025-12-07,COMPLETE,ORIGINATION_SYS
L001561,B7342,VA,2021-03-28,2041-03-28,652200.00,289929.46,6.426,240,NV,REFINANCE,C,3,LOW,CURRENT,0,Quicken Loans,2030-08-05,2030-08-06,COMPLETE,MANUAL_ENTRY
L001562,B1543,JUMBO,2015-03-05,2045-03-05,71425.00,0.00,6.371,180,MI,CASH_OUT,A,22,VERY_HIGH,PAID_OFF,0,PNC Bank,2024-03-07,2024-03-08,COMPLETE,ORIGINATION_SYS
L001563,B7410,JUMBO,2018-05-20,2048-05-20,651744.00,237819.22,8.227,240,DE,REFINANCE,B,2,MEDIUM,CURRENT,0,PNC Bank,2024-07-28,2024-08-25,COMPLETE,ORIGINATION_SYS
L001564,B1410,JUMBO,2017-08-24,2032-08-24,471033.00,384988.79,4.701,240,GA,CASH_OUT,B,6,HIGH,CURRENT,0,US Bank,2018-12-30,2019-01-06,INCOMPLETE,SERVICING_SYS
L001565,B6345,CONVENTIONAL,2014-04-23,2044-04-23,701750.00,501895.76,5.38,240,MO,CASH_OUT,B,24,HIGH,CURRENT,0,Wells Fargo,2018-06-14,2018-06-14,INCOMPLETE,MANUAL_ENTRY
L001566,B4103,CONVENTIONAL,2011-10-30,2031-10-30,99372.00,88418.72,5.928,240,SD,CASH_OUT,B+,15,LOW,DEFAULT,167,JPMorgan Chase,2022-02-14,2022-02-24,INCOMPLETE,MANUAL_ENTRY
L001567,B4149,CONVENTIONAL,2020-03-06,2035-03-06,566719.00,512209.47,4.572,360,AR,CASH_OUT,C,2,MEDIUM,CURRENT,0,Bank of America,2025-09-16,2025-10-15,MISSING,SERVICING_SYS
L001568,B6255,FHA,2010-02-09,2030-02-09,147751.00,136826.97,3.934,240,DE,CASH_OUT,D,24,VERY_HIGH,CURRENT,0,Quicken Loans,2019-04-07,2019-04-21,INCOMPLETE,SERVICING_SYS
L001569,B8455,FHA,2011-05-12,2026-05-12,456610.00,220031.21,7.557,360,WI,PURCHASE,A,7,MEDIUM,CURRENT,0,JPMorgan Chase,2022-01-01,2022-01-09,COMPLETE,SERVICING_SYS
L001570,B1005,VA,2020-02-14,2040-02-14,574154.00,506684.61,5.757,360,PA,REFINANCE,B+,27,VERY_HIGH,CURRENT,0,PNC Bank,2029-12-09,2030-01-03,COMPLETE,ORIGINATION_SYS
L001571,B8924,CONVENTIONAL,2022-02-22,2037-02-22,411169.00,0.00,5.23,360,MS,CASH_OUT,B+,28,HIGH,PAID_OFF,0,Freedom Mortgage,2031-09-14,2031-09-29,COMPLETE,ORIGINATION_SYS
L001572,B8365,VA,2012-05-11,2027-05-11,103713.00,0.00,4.24,360,MI,REFINANCE,B,16,VERY_HIGH,CLOSED,0,JPMorgan Chase,2017-09-28,2017-10-03,COMPLETE,MANUAL_ENTRY
L001573,B4329,CONVENTIONAL,2014-09-18,2034-09-18,581533.00,0.00,6.153,240,MO,CASH_OUT,C,23,VERY_HIGH,CURRENT,45,Wells Fargo,2022-06-04,2022-06-30,COMPLETE,MANUAL_ENTRY
L001574,B7680,CONVENTIONAL,2023-03-28,2053-03-28,676481.00,0.00,3.811,180,DC,CASH_OUT,D,1,VERY_HIGH,PAID_OFF,0,Quicken Loans,2030-08-10,2030-09-07,COMPLETE,MANUAL_ENTRY
L001575,B7656,FHA,2018-05-27,2038-05-27,92866.00,73546.60,4.757,240,ID,CASH_OUT,D,2,LOW,CURRENT,0,Wells Fargo,2024-10-26,2024-11-25,COMPLETE,ORIGINATION_SYS
L001576,B1532,JUMBO,2018-01-08,2033-01-08,186332.00,122985.48,5.738,360,ME,PURCHASE,B,7,MEDIUM,CURRENT,0,PNC Bank,2020-03-15,2020-04-14,INCOMPLETE,ORIGINATION_SYS
L001577,B7572,CONVENTIONAL,2013-03-18,2028-03-18,696743.00,475946.05,7.507,240,KY,CASH_OUT,B,21,LOW,CURRENT,0,Quicken Loans,2016-06-06,2016-06-25,COMPLETE,ORIGINATION_SYS
L001578,B6005,CONVENTIONAL,2014-04-12,2034-04-12,508905.00,330531.62,3.319,240,VA,PURCHASE,A,25,VERY_HIGH,CURRENT,0,Freedom Mortgage,2023-02-02,2023-03-04,COMPLETE,MANUAL_ENTRY
L001579,B9524,CONVENTIONAL,2022-06-19,2042-06-19,351222.00,226752.52,4.036,240,MD,PURCHASE,A+,25,LOW,DEFAULT,264,Bank of America,2025-04-19,2025-04-26,MISSING,SERVICING_SYS
L001580,B7951,JUMBO,2016-10-15,2031-10-15,432901.00,223577.73,5.766,180,AZ,PURCHASE,B+,18,MEDIUM,CURRENT,0,JPMorgan Chase,2023-02-13,2023-02-16,COMPLETE,ORIGINATION_SYS
L001581,B7794,FHA,2020-10-11,2035-10-11,147549.00,103864.29,8.209,360,OH,REFINANCE,A+,16,VERY_HIGH,DELINQUENT,50,JPMorgan Chase,2027-02-21,2027-03-22,INCOMPLETE,SERVICING_SYS
L001582,B7696,FHA,2014-07-21,2044-07-21,129994.00,60257.28,5.958,180,TX,CASH_OUT,D,9,HIGH,CURRENT,0,Wells Fargo,2018-02-08,2018-02-21,COMPLETE,ORIGINATION_SYS
L001583,B1677,FHA,2014-02-06,2044-02-06,633750.00,398795.41,5.662,240,CO,PURCHASE,A,4,MEDIUM,CURRENT,0,PNC Bank,2014-05-26,2014-06-17,COMPLETE,ORIGINATION_SYS
L001584,B5512,JUMBO,2011-11-05,2041-11-05,562856.00,300876.93,6.217,360,CA,PURCHASE,C,12,VERY_HIGH,CURRENT,0,JPMorgan Chase,2014-12-21,2015-01-17,COMPLETE,MANUAL_ENTRY
L001585,B3798,CONVENTIONAL,2010-05-27,2025-05-27,422781.00,173858.64,3.879,360,NM,CASH_OUT,C,9,MEDIUM,DELINQUENT,66,JPMorgan Chase,2015-07-02,2015-07-02,COMPLETE,SERVICING_SYS
L001586,B1171,JUMBO,2021-05-21,2041-05-21,198644.00,176069.39,2.794,180,MI,REFINANCE,A+,4,MEDIUM,DELINQUENT,43,JPMorgan Chase,2025-12-05,2025-12-17,COMPLETE,SERVICING_SYS
L001587,B1725,CONVENTIONAL,2021-12-03,2041-12-03,574463.00,435099.21,5.893,240,NM,CASH_OUT,B,0,MEDIUM,DELINQUENT,59,Bank of America,2022-01-30,2022-02-01,COMPLETE,ORIGINATION_SYS
L001588,B3447,JUMBO,2012-09-03,2042-09-03,212253.00,139516.16,7.551,240,IL,REFINANCE,A+,10,MEDIUM,DELINQUENT,38,US Bank,2015-06-05,2015-07-04,COMPLETE,MANUAL_ENTRY
L001589,B8268,CONVENTIONAL,2018-05-06,2038-05-06,180959.00,0.00,4.195,180,DC,REFINANCE,C,26,VERY_HIGH,PAID_OFF,0,Bank of America,2027-06-03,2027-06-25,INCOMPLETE,SERVICING_SYS
L001590,B7315,FHA,2014-02-12,2034-02-12,638553.00,0.00,4.575,180,OH,PURCHASE,B+,2,MEDIUM,PAID_OFF,0,Bank of America,2020-09-25,2020-10-15,COMPLETE,SERVICING_SYS
L001591,B5225,VA,2020-01-31,2035-01-31,727132.00,423378.51,3.648,240,MI,REFINANCE,A+,28,VERY_HIGH,DEFAULT,335,US Bank,2022-02-02,2022-02-17,COMPLETE,SERVICING_SYS
L001592,B4650,CONVENTIONAL,2018-02-12,2038-02-12,165676.00,86054.27,7.51,360,AR,PURCHASE,C,29,LOW,CURRENT,0,PNC Bank,2026-03-04,2026-03-13,COMPLETE,SERVICING_SYS
L001593,B2078,JUMBO,2023-01-14,2043-01-14,-103020.00,72857.26,6.694,240,NE,PURCHASE,C,28,MEDIUM,DELINQUENT,66,Quicken Loans,2026-05-03,2026-05-15,COMPLETE,MANUAL_ENTRY
L001594,B4783,CONVENTIONAL,2013-02-07,2028-02-07,433744.00,203904.96,6.073,180,LA,CASH_OUT,A,29,LOW,CURRENT,0,PNC Bank,2013-07-22,2013-08-01,COMPLETE,ORIGINATION_SYS
L001595,B2078,VA,2012-06-09,2042-06-09,169169.00,133456.14,5.448,240,DC,PURCHASE,A,20,LOW,CURRENT,0,US Bank,2014-07-25,2014-08-02,COMPLETE,MANUAL_ENTRY
L001596,B6016,FHA,2014-12-30,2029-12-30,395987.00,0.00,3.447,360,DC,CASH_OUT,C,19,VERY_HIGH,CLOSED,0,PNC Bank,2018-02-19,2018-03-04,MISSING,SERVICING_SYS
L001597,B8066,FHA,2020-09-09,2035-09-09,420054.00,194055.54,6.951,240,KS,REFINANCE,C,0,LOW,CURRENT,0,PNC Bank,2029-08-17,2029-08-23,COMPLETE,MANUAL_ENTRY
L001598,B7661,CONVENTIONAL,2010-05-11,2040-05-11,89778.00,67967.44,7.688,360,GA,REFINANCE,A+,15,MEDIUM,DELINQUENT,57,Freedom Mortgage,2013-10-23,2013-11-15,COMPLETE,SERVICING_SYS
L001599,B7562,JUMBO,2015-10-30,2045-10-30,105047.00,80293.63,6.092,360,AR,CASH_OUT,D,14,HIGH,CURRENT,0,Freedom Mortgage,2023-02-06,2023-03-05,COMPLETE,MANUAL_ENTRY
L001600,B1314,VA,2015-01-15,2045-01-15,255995.00,127678.80,4.417,180,TX,CASH_OUT,B,25,HIGH,CURRENT,0,JPMorgan Chase,2021-07-25,2021-08-10,COMPLETE,MANUAL_ENTRY
L001601,B4626,FHA,2014-12-28,2034-12-28,528856.00,0.00,2.618,240,MI,PURCHASE,B+,28,MEDIUM,PAID_OFF,0,Wells Fargo,2024-05-02,2024-05-07,MISSING,SERVICING_SYS
L001602,B9826,VA,2016-12-16,2031-12-16,237394.00,94754.05,3.645,240,KS,PURCHASE,C,1,HIGH,DEFAULT,219,Wells Fargo,2017-04-13,2017-04-25,COMPLETE,ORIGINATION_SYS
L001603,B6840,VA,2012-12-17,2032-12-17,150492.00,125247.69,5.706,240,PA,REFINANCE,B+,22,LOW,CURRENT,0,Bank of America,2014-01-18,2014-01-22,COMPLETE,MANUAL_ENTRY
L001604,B7099,CONVENTIONAL,2016-09-16,2036-09-16,462373.00,230542.17,3.29,180,AZ,REFINANCE,A+,2,LOW,CURRENT,0,Freedom Mortgage,2023-10-02,2023-10-09,INCOMPLETE,MANUAL_ENTRY
L001605,B5160,CONVENTIONAL,2017-09-29,2032-09-29,416263.00,318471.56,6.199,240,VT,REFINANCE,C,11,VERY_HIGH,CURRENT,0,Wells Fargo,2025-07-19,2025-08-16,MISSING,SERVICING_SYS
L001606,B1285,JUMBO,2015-03-05,2030-03-05,589944.00,419256.89,3.222,240,CA,CASH_OUT,B+,27,HIGH,CURRENT,0,PNC Bank,2018-05-15,2018-05-28,COMPLETE,ORIGINATION_SYS
L001607,B1896,VA,2010-03-17,2025-03-17,530459.00,309407.17,6.143,360,MN,CASH_OUT,B+,13,VERY_HIGH,CURRENT,0,Quicken Loans,2010-10-03,2010-10-31,COMPLETE,ORIGINATION_SYS
L001608,B1621,CONVENTIONAL,2014-11-03,2044-11-03,492979.00,0.00,2.765,240,NE,CASH_OUT,A,27,LOW,PAID_OFF,0,PNC Bank,2015-05-24,2015-05-30,COMPLETE,SERVICING_SYS
L001609,B7401,CONVENTIONAL,2021-07-08,2051-07-08,575165.00,380888.23,4.815,180,DE,REFINANCE,A+,15,HIGH,CURRENT,0,Wells Fargo,2026-01-17,2026-02-02,INCOMPLETE,SERVICING_SYS
L001610,B7557,FHA,2019-06-07,2049-06-07,97968.00,92624.56,4.781,180,AL,REFINANCE,B,22,VERY_HIGH,DELINQUENT,72,JPMorgan Chase,2026-02-21,2026-03-19,COMPLETE,MANUAL_ENTRY
L001611,B5632,CONVENTIONAL,2022-06-05,2037-06-05,354488.00,209441.64,5.297,180,VA,PURCHASE,A+,7,LOW,DELINQUENT,59,Freedom Mortgage,2024-11-14,2024-11-26,COMPLETE,MANUAL_ENTRY
L001612,B5653,FHA,2023-06-04,2053-06-04,709355.00,668651.97,4.97,180,NM,REFINANCE,A+,1,VERY_HIGH,CURRENT,0,Quicken Loans,2030-09-12,2030-09-28,COMPLETE,SERVICING_SYS
L001613,B2376,JUMBO,2020-01-30,2040-01-30,121699.00,105203.71,4.326,240,TX,CASH_OUT,C,26,VERY_HIGH,CURRENT,0,JPMorgan Chase,2025-09-02,2025-09-11,COMPLETE,ORIGINATION_SYS
L001614,B1530,FHA,2021-04-19,2036-04-19,706216.00,512913.18,4.597,240,WI,PURCHASE,B,24,VERY_HIGH,CURRENT,0,PNC Bank,2031-10-31,2031-11-15,COMPLETE,ORIGINATION_SYS
L001615,B3635,JUMBO,2010-05-31,2040-05-31,259781.00,94722.41,3.146,240,UT,PURCHASE,A,27,LOW,CURRENT,0,JPMorgan Chase,2016-09-28,2016-10-06,COMPLETE,ORIGINATION_SYS
L001616,B1513,CONVENTIONAL,2018-05-30,2038-05-30,403386.00,205247.81,6.495,360,IN,CASH_OUT,D,12,VERY_HIGH,DELINQUENT,51,JPMorgan Chase,2021-10-22,2021-11-07,COMPLETE,ORIGINATION_SYS
L001617,B5621,FHA,2016-12-13,2036-12-13,152127.00,84373.14,5.657,360,AK,CASH_OUT,A,9,MEDIUM,CURRENT,0,Bank of America,2025-12-25,2025-12-30,COMPLETE,MANUAL_ENTRY
L001618,B7762,VA,2015-01-26,2030-01-26,565604.00,423958.24,8.442,240,GA,CASH_OUT,A+,15,MEDIUM,DELINQUENT,36,Bank of America,2020-01-22,2020-01-25,COMPLETE,SERVICING_SYS
,B3087,FHA,2013-07-08,2028-07-08,403185.00,161629.56,2.724,180,ME,PURCHASE,C,12,VERY_HIGH,DEFAULT,296,Quicken Loans,2014-03-23,2014-04-19,INCOMPLETE,ORIGINATION_SYS
L001620,B5299,CONVENTIONAL,2014-02-20,2034-02-20,132640.00,96633.79,8.038,360,NC,PURCHASE,C,2,VERY_HIGH,CURRENT,0,Quicken Loans,2022-06-25,2022-07-08,COMPLETE,MANUAL_ENTRY
L001621,B5512,JUMBO,2012-07-29,2027-07-29,278075.00,188096.76,6.309,180,MO,PURCHASE,D,2,HIGH,CURRENT,0,JPMorgan Chase,2018-11-11,2018-11-26,COMPLETE,SERVICING_SYS
L001622,B5252,FHA,2022-05-17,2042-05-17,367452.00,182588.79,4.006,360,IL,CASH_OUT,A,7,VERY_HIGH,CURRENT,0,JPMorgan Chase,2024-04-01,2024-04-15,COMPLETE,SERVICING_SYS
L001623,B3498,JUMBO,2010-12-07,2025-12-07,127252.00,0.00,6.574,360,DE,REFINANCE,A,19,MEDIUM,PAID_OFF,0,PNC Bank,2021-04-04,2021-04-22,COMPLETE,SERVICING_SYS
L001624,B3033,CONVENTIONAL,2011-11-30,2026-11-30,326503.00,194344.40,7.387,360,MA,REFINANCE,B+,21,MEDIUM,DEFAULT,137,Bank of America,2021-10-15,2021-11-07,COMPLETE,MANUAL_ENTRY
L001625,B5602,CONVENTIONAL,2022-05-21,2052-05-21,271688.00,0.00,3.688,180,DE,CASH_OUT,B+,3,HIGH,CLOSED,0,Wells Fargo,2024-12-08,2025-01-07,MISSING,ORIGINATION_SYS
L001626,B6074,VA,2015-03-12,2030-03-12,380157.00,271248.70,5.203,360,AL,CASH_OUT,B+,8,LOW,CURRENT,0,Freedom Mortgage,2021-11-10,2021-12-08,COMPLETE,ORIGINATION_SYS
L001627,B5303,VA,2016-08-21,2046-08-21,577778.00,345627.58,7.078,240,NM,PURCHASE,B,14,HIGH,CURRENT,0,PNC Bank,2016-12-18,2017-01-02,COMPLETE,ORIGINATION_SYS
L001628,B5231,JUMBO,2020-03-16,2050-03-16,330734.00,105093.67,2.522,180,CT,CASH_OUT,B,12,HIGH,CURRENT,0,Wells Fargo,2030-10-19,2030-10-24,INCOMPLETE,SERVICING_SYS
L001629,B8387,VA,2016-09-27,2031-09-27,54516.00,45888.64,3.902,180,OK,PURCHASE,C,15,VERY_HIGH,CURRENT,0,JPMorgan Chase,2018-09-14,2018-09-16,COMPLETE,ORIGINATION_SYS
L001630,B3715,VA,2011-10-28,2026-10-28,609746.00,421739.64,3.855,180,ME,PURCHASE,A,8,VERY_HIGH,DELINQUENT,48,Bank of America,2016-06-20,2016-07-20,COMPLETE,SERVICING_SYS
L001631,B5450,VA,2023-06-12,2043-06-12,638702.00,348776.75,5.601,240,XX,CASH_OUT,B,12,LOW,DELINQUENT,67,Wells Fargo,2032-09-05,2032-09-06,MISSING,SERVICING_SYS
L001632,B8872,VA,2020-07-05,2035-07-05,125304.00,0.00,5.945,240,IL,PURCHASE,D,16,LOW,PAID_OFF,0,Wells Fargo,2029-03-04,2029-04-02,INCOMPLETE,SERVICING_SYS
L001633,B3788,CONVENTIONAL,2012-05-23,2042-05-23,493677.00,0.00,4.108,240,MN,REFINANCE,A+,13,VERY_HIGH,CLOSED,0,Bank of America,2015-08-04,2015-08-11,COMPLETE,MANUAL_ENTRY
L001634,B7128,FHA,2021-08-22,2041-08-22,745826.00,497480.12,3.873,180,UT,PURCHASE,B,23,MEDIUM,CURRENT,0,Bank of America,2029-08-02,2029-08-09,MISSING,ORIGINATION_SYS
L001635,B4513,JUMBO,2016-12-23,2046-12-23,664115.00,451162.92,6.806,360,TN,REFINANCE,B,3,VERY_HIGH,CURRENT,0,JPMorgan Chase,2021-08-04,2021-09-03,COMPLETE,SERVICING_SYS
L001636,B4212,VA,2019-08-04,2049-08-04,212288.00,101363.29,7.575,240,TX,PURCHASE,A+,4,VERY_HIGH,CURRENT,0,PNC Bank,2027-10-11,2027-11-05,COMPLETE,SERVICING_SYS
L001637,B3037,JUMBO,2012-01-28,2032-01-28,132041.00,0.00,8.004,240,AZ,REFINANCE,A,11,HIGH,CLOSED,0,US Bank,2015-03-23,2015-04-12,COMPLETE,ORIGINATION_SYS
L001638,B6554,CONVENTIONAL,2017-03-01,2037-03-01,687036.00,0.00,4.859,360,IL,REFINANCE,C,12,HIGH,PAID_OFF,0,Quicken Loans,2018-08-10,2018-08-16,INCOMPLETE,MANUAL_ENTRY
L001639,B6908,JUMBO,2023-05-15,2043-05-15,66332.00,24281.21,2.529,180,KS,REFINANCE,B+,4,VERY_HIGH,CURRENT,0,PNC Bank,2030-06-30,2030-07-26,MISSING,MANUAL_ENTRY
L001640,B3066,CONVENTIONAL,2022-02-18,2042-02-18,466843.00,429470.82,4.476,360,MO,PURCHASE,A,1,LOW,CURRENT,0,Freedom Mortgage,2023-11-28,2023-12-28,INCOMPLETE,ORIGINATION_SYS
L001641,B4154,VA,2011-03-30,2026-03-30,392572.00,225998.23,7.227,360,NC,PURCHASE,B,30,LOW,CURRENT,0,Freedom Mortgage,2020-10-23,2020-10-30,COMPLETE,MANUAL_ENTRY
L001642,B7151,CONVENTIONAL,2022-06-22,2052-06-22,196728.00,142794.34,7.085,360,VA,CASH_OUT,D,15,MEDIUM,CURRENT,0,JPMorgan Chase,2032-02-16,2032-03-08,MISSING,ORIGINATION_SYS
L001643,B8638,FHA,2011-05-18,2031-05-18,747628.00,351803.53,6.269,240,MS,REFINANCE,B+,13,LOW,CURRENT,0,US Bank,2019-01-15,2019-01-19,COMPLETE,ORIGINATION_SYS
L001644,B9622,JUMBO,2021-11-23,2051-11-23,192829.00,167994.78,7.432,180,CA,CASH_OUT,B+,20,MEDIUM,CURRENT,0,Freedom Mortgage,2024-05-14,2024-05-14,COMPLETE,SERVICING_SYS
L001645,B2083,JUMBO,2015-11-15,2030-11-15,708286.00,413380.69,7.586,240,KS,PURCHASE,B,25,LOW,CURRENT,0,PNC Bank,2021-08-20,2021-09-07,COMPLETE,MANUAL_ENTRY
L001646,B7591,JUMBO,2014-01-11,2034-01-11,196708.00,159816.61,7.969,180,RI,PURCHASE,D,18,HIGH,CURRENT,0,US Bank,2024-01-16,2024-02-12,COMPLETE,SERVICING_SYS
L001647,B9523,VA,2013-09-17,2028-09-17,378226.00,158951.71,7.061,180,WV,CASH_OUT,D,24,VERY_HIGH,DELINQUENT,78,US Bank,2016-09-04,2016-09-07,INCOMPLETE,ORIGINATION_SYS
L001648,B9515,CONVENTIONAL,2011-09-02,2031-09-02,283374.00,125679.54,4.423,240,MI,REFINANCE,B+,11,LOW,CURRENT,0,Freedom Mortgage,2012-01-09,2012-01-29,MISSING,MANUAL_ENTRY
L001649,B2605,FHA,2013-09-29,2033-09-29,606423.00,370700.91,2.595,360,MO,PURCHASE,D,5,LOW,DELINQUENT,40,Quicken Loans,2024-03-02,2024-03-07,INCOMPLETE,SERVICING_SYS
L001650,B9768,CONVENTIONAL,2018-11-13,2048-11-13,73579.00,32421.61,3.551,240,SC,CASH_OUT,A+,30,VERY_HIGH,CURRENT,0,Quicken Loans,2024-08-26,2024-09-19,COMPLETE,SERVICING_SYS
L001651,B6673,CONVENTIONAL,2022-10-24,2037-10-24,680869.00,0.00,5.886,360,KY,CASH_OUT,D,8,LOW,CLOSED,0,Wells Fargo,2032-06-15,2032-06-17,COMPLETE,ORIGINATION_SYS
L001652,B7438,JUMBO,2018-10-13,2038-10-13,62425.00,27590.08,7.677,180,MS,CASH_OUT,C,23,MEDIUM,CURRENT,0,JPMorgan Chase,2020-07-11,2020-07-17,COMPLETE,ORIGINATION_SYS
L001653,B3394,FHA,2022-03-07,2037-03-07,429053.00,239690.37,6.27,360,NC,REFINANCE,B,30,MEDIUM,CURRENT,0,Freedom Mortgage,2030-08-05,2030-08-08,COMPLETE,SERVICING_SYS
L001654,B6785,VA,2021-09-13,2051-09-13,262570.00,92974.97,5.769,180,NM,PURCHASE,A,2,VERY_HIGH,DELINQUENT,44,Freedom Mortgage,2029-10-24,2029-10-24,COMPLETE,ORIGINATION_SYS
L001655,B9029,JUMBO,2022-03-21,2042-03-21,315692.00,264942.26,7.072,180,MA,PURCHASE,B,19,HIGH,CURRENT,0,Bank of America,2029-12-11,2029-12-21,COMPLETE,MANUAL_ENTRY
L001656,B9810,VA,2010-06-09,2025-06-09,431086.00,377308.54,6.76,180,ID,PURCHASE,B+,1,LOW,CURRENT,0,JPMorgan Chase,2011-10-22,2011-11-04,COMPLETE,SERVICING_SYS
L001657,B1046,FHA,2013-01-07,2028-01-07,302315.00,154015.95,6.518,360,SD,REFINANCE,B,14,HIGH,CURRENT,0,Freedom Mortgage,2020-06-08,2020-06-14,COMPLETE,SERVICING_SYS
L001658,B4622,CONVENTIONAL,2022-11-09,2037-11-09,637469.00,203727.64,5.032,240,OK,REFINANCE,B+,21,HIGH,DELINQUENT,85,Wells Fargo,2027-08-07,2027-08-14,COMPLETE,ORIGINATION_SYS
L001659,B8141,JUMBO,2015-09-14,2035-09-14,341974.00,304843.51,4.083,240,XX,CASH_OUT,A+,9,HIGH,CURRENT,0,Freedom Mortgage,2015-12-30,2016-01-22,COMPLETE,ORIGINATION_SYS
L001660,B7764,FHA,2012-03-28,2032-03-28,737748.00,266872.52,5.594,360,CT,PURCHASE,C,0,HIGH,CURRENT,0,Freedom Mortgage,2013-12-02,2013-12-02,COMPLETE,SERVICING_SYS
L001661,B3661,VA,2023-10-20,2053-10-20,485895.00,176945.99,4.735,360,HI,PURCHASE,B+,25,LOW,DELINQUENT,42,Bank of America,2025-04-02,2025-04-18,INCOMPLETE,ORIGINATION_SYS
L001662,B1938,VA,2020-03-24,2050-03-24,516672.00,368580.71,5.482,240,MI,CASH_OUT,B+,6,HIGH,CURRENT,0,Wells Fargo,2030-08-22,2030-09-15,COMPLETE,ORIGINATION_SYS
L001663,B9901,FHA,2017-05-24,2032-05-24,390392.00,198151.99,4.911,180,NH,REFINANCE,A+,18,LOW,DELINQUENT,83,JPMorgan Chase,2019-07-06,2019-07-06,COMPLETE,SERVICING_SYS
