loan_id,note_available,deed_available,title_available,appraisal_available,insurance_available,document_status,last_verified_at
L001348,Y,N,Y,Y,Y,COMPLETE,2025-10-30
L001349,N,Y,Y,N,Y,INCOMPLETE,2026-05-26
L001350,Y,Y,Y,N,Y,INCOMPLETE,2025-11-23
L001351,Y,N,N,N,N,COMPLETE,2025-10-07
L001352,Y,N,N,Y,Y,MISSING,2026-05-27
L001353,N,Y,Y,N,Y,COMPLETE,2026-02-26
L001354,N,N,Y,N,N,COMPLETE,2026-01-28
L001355,Y,N,Y,Y,N,COMPLETE,2026-02-12
L001356,N,Y,Y,N,N,COMPLETE,2026-05-15
L001357,Y,N,Y,N,N,MISSING,2026-07-17
L001358,Y,N,N,N,N,COMPLETE,2026-05-30
L001359,Y,N,N,N,Y,COMPLETE,2026-07-17
L001360,Y,Y,Y,N,N,MISSING,2025-10-06
L001361,Y,Y,Y,N,Y,COMPLETE,2025-11-15
L001362,N,N,Y,N,Y,COMPLETE,2026-01-10
L001363,Y,N,Y,N,N,COMPLETE,2026-01-03
L001364,Y,Y,Y,N,Y,COMPLETE,2026-07-27
L001365,Y,Y,Y,Y,Y,INCOMPLETE,2026-04-24
L001366,Y,N,Y,Y,Y,COMPLETE,2026-07-06
L001367,Y,N,Y,N,Y,INCOMPLETE,2026-07-22
L001368,Y,N,Y,N,Y,INCOMPLETE,2026-08-24
L001369,N,Y,N,N,Y,COMPLETE,2025-09-17
L001370,Y,Y,Y,Y,Y,MISSING,2026-03-25
L001371,Y,Y,Y,Y,Y,INCOMPLETE,2026-06-03
L001372,Y,N,Y,Y,Y,COMPLETE,2025-09-03
L001373,Y,Y,Y,Y,Y,COMPLETE,2026-03-24
L001374,N,N,Y,N,Y,COMPLETE,2025-10-27
L001375,Y,N,N,Y,Y,COMPLETE,2025-12-22
L001376,Y,N,N,N,N,COMPLETE,2026-02-16
L001377,Y,Y,Y,Y,Y,INCOMPLETE,2026-05-06
L001378,Y,N,Y,N,Y,INCOMPLETE,2025-12-26
L001379,Y,N,N,Y,Y,COMPLETE,2026-03-24
L001380,Y,N,Y,Y,N,COMPLETE,2026-05-17
L001381,Y,N,N,Y,N,COMPLETE,2026-08-11
L001382,N,Y,Y,Y,N,COMPLETE,2025-10-13
L001383,Y,Y,Y,N,Y,COMPLETE,2026-04-12
L001384,Y,N,Y,N,N,COMPLETE,2025-11-20
L001385,Y,Y,Y,N,Y,COMPLETE,2026-06-25
L001386,Y,Y,Y,Y,N,COMPLETE,2025-10-25
L001387,Y,Y,Y,N,Y,INCOMPLETE,2025-09-12
L001388,Y,N,Y,N,Y,COMPLETE,2025-11-11
L001389,Y,N,Y,Y,Y,COMPLETE,2026-08-09
L001390,Y,N,Y,N,N,COMPLETE,2025-08-31
L001391,Y,Y,Y,Y,Y,COMPLETE,2026-02-22
L001392,N,N,Y,Y,Y,COMPLETE,2026-06-30
L001393,Y,N,Y,N,Y,COMPLETE,2025-09-23
L001394,Y,Y,N,N,N,MISSING,2025-10-23
L001395,N,Y,Y,Y,Y,COMPLETE,2025-12-17
L001396,N,N,Y,Y,Y,MISSING,2026-03-23
L001397,Y,N,Y,N,Y,INCOMPLETE,2026-07-17
L001398,N,Y,Y,Y,Y,INCOMPLETE,2025-09-20
L001399,Y,N,Y,N,Y,COMPLETE,2025-10-17
L001400,Y,N,Y,N,Y,INCOMPLETE,2025-12-15
L001401,Y,Y,Y,Y,N,COMPLETE,2026-06-26
L001402,Y,Y,Y,Y,N,MISSING,2026-08-10
L001403,Y,Y,Y,N,Y,COMPLETE,2026-03-20
L001404,Y,N,N,Y,Y,COMPLETE,2025-11-15
L001405,Y,N,Y,Y,N,COMPLETE,2026-05-09
L001406,Y,N,Y,N,N,INCOMPLETE,2025-09-14
L001407,Y,Y,Y,N,N,COMPLETE,2026-05-15
L001408,Y,Y,Y,N,N,INCOMPLETE,2026-07-18
L001409,N,N,N,N,N,COMPLETE,2025-09-11
L001410,Y,Y,Y,N,Y,COMPLETE,2026-02-12
L001411,Y,N,Y,N,Y,COMPLETE,2026-08-17
L001412,Y,Y,Y,N,N,COMPLETE,2025-12-04
L001413,Y,Y,Y,N,Y,COMPLETE,2025-12-26
L001414,Y,Y,Y,Y,Y,MISSING,2025-11-13
L001415,N,N,Y,Y,N,COMPLETE,2026-04-17
L001416,N,Y,Y,N,Y,COMPLETE,2026-02-27
L001417,Y,N,Y,N,Y,COMPLETE,2025-11-14
L001418,Y,Y,N,Y,Y,INCOMPLETE,2026-08-23
L001419,Y,N,Y,N,N,COMPLETE,2026-06-16
L001420,Y,N,Y,Y,N,COMPLETE,2025-09-11
L001421,Y,Y,Y,N,Y,COMPLETE,2026-02-08
L001422,Y,N,Y,N,Y,COMPLETE,2026-07-04
L001423,Y,N,Y,Y,Y,COMPLETE,2025-09-20
L001424,Y,Y,Y,Y,N,COMPLETE,2025-12-13
L001425,N,Y,Y,Y,Y,COMPLETE,2026-04-27
L001426,Y,N,Y,N,Y,COMPLETE,2026-06-16
L001427,N,Y,Y,Y,Y,INCOMPLETE,2026-01-25
L001428,Y,Y,Y,Y,Y,COMPLETE,2025-08-26
L001429,Y,Y,Y,Y,Y,COMPLETE,2026-02-10
L001430,Y,N,N,N,Y,MISSING,2026-05-21
L001431,Y,Y,N,N,Y,COMPLETE,2026-04-23
L001432,Y,N,N,Y,Y,INCOMPLETE,2026-08-13
L001433,N,N,Y,N,Y,COMPLETE,2025-11-05
L001434,Y,N,Y,Y,N,INCOMPLETE,2026-04-08
L001435,Y,Y,N,N,Y,COMPLETE,2026-03-08
L001436,N,N,Y,Y,Y,COMPLETE,2025-12-16
L001437,Y,N,Y,Y,Y,INCOMPLETE,2026-02-15
L001438,Y,N,N,N,N,COMPLETE,2026-07-12
L001439,Y,N,Y,Y,N,COMPLETE,2026-02-23
L001440,Y,Y,N,N,Y,COMPLETE,2026-06-14
L001441,Y,Y,N,Y,Y,COMPLETE,2026-06-13
L001442,Y,N,Y,N,N,COMPLETE,2026-06-03
L001443,Y,Y,Y,N,Y,MISSING,2026-02-09
L001444,Y,Y,Y,N,Y,COMPLETE,2026-03-18
L001445,Y,N,Y,Y,Y,COMPLETE,2026-02-11
L001446,Y,N,Y,Y,Y,COMPLETE,2026-06-15
L001447,Y,Y,Y,Y,Y,COMPLETE,2026-05-09
L001448,Y,N,N,N,Y,COMPLETE,2026-04-02
L001449,Y,N,N,N,N,INCOMPLETE,2026-08-10
L001450,Y,N,Y,N,Y,INCOMPLETE,2025-12-25
L001451,Y,Y,N,Y,N,COMPLETE,2025-12-29
L001452,N,N,N,N,Y,COMPLETE,2025-09-15
L001453,N,N,Y,Y,Y,COMPLETE,2026-01-07
L001454,N,N,N,N,Y,COMPLETE,2025-08-28
L001455,N,Y,Y,N,Y,COMPLETE,2026-08-04
L001456,N,Y,Y,N,Y,COMPLETE,2026-07-31
L001457,Y,Y,Y,Y,Y,COMPLETE,2025-12-20
L001458,Y,N,Y,Y,N,COMPLETE,2025-11-06
L001459,Y,Y,Y,Y,N,COMPLETE,2026-03-22
L001460,Y,Y,Y,N,Y,COMPLETE,2026-01-29
L001461,N,N,Y,N,N,COMPLETE,2025-12-18
L001462,Y,Y,Y,Y,Y,COMPLETE,2025-12-15
L001463,N,Y,Y,N,Y,MISSING,2025-12-14
L001464,Y,N,Y,N,Y,COMPLETE,2026-01-31
L001465,Y,Y,Y,N,Y,COMPLETE,2026-03-23
L001466,Y,N,N,N,N,INCOMPLETE,2026-01-08
L001467,Y,N,N,N,N,COMPLETE,2026-08-11
L001468,Y,N,N,N,Y,COMPLETE,2025-12-13
L001469,Y,N,Y,Y,Y,COMPLETE,2025-12-18
L001470,Y,N,Y,N,Y,MISSING,2026-01-10
L001471,Y,N,N,N,Y,COMPLETE,2025-11-22
L001472,N,N,Y,Y,N,COMPLETE,2026-01-28
L001473,Y,Y,N,N,Y,COMPLETE,2026-03-26
L001474,N,N,Y,N,Y,COMPLETE,2025-12-02
L001475,Y,N,Y,N,Y,COMPLETE,2026-04-22
L001476,Y,Y,Y,N,Y,COMPLETE,2026-04-01
L001477,Y,Y,Y,N,N,INCOMPLETE,2025-10-04
L001478,Y,N,N,N,Y,COMPLETE,2026-08-09
L001479,N,Y,N,N,N,COMPLETE,2026-03-19
L001480,Y,N,Y,Y,Y,COMPLETE,2026-05-16
L001481,Y,N,Y,Y,Y,COMPLETE,2026-02-26
L001482,Y,Y,Y,N,N,COMPLETE,2026-02-10
L001483,N,Y,Y,Y,Y,COMPLETE,2025-09-28
L001484,Y,N,Y,N,Y,COMPLETE,2025-11-25
L001485,Y,N,Y,Y,N,COMPLETE,2026-06-06
L001486,Y,Y,N,N,Y,COMPLETE,2026-06-16
L001487,Y,Y,Y,Y,Y,COMPLETE,2026-08-23
L001488,N,N,N,Y,Y,COMPLETE,2026-03-03
L001489,Y,Y,Y,N,Y,COMPLETE,2026-01-22
L001490,Y,N,N,Y,Y,COMPLETE,2026-08-07
L001491,Y,Y,Y,Y,N,COMPLETE,2026-02-06
L001492,Y,Y,Y,N,N,COMPLETE,2026-02-28
L001493,Y,N,N,N,Y,COMPLETE,2026-03-06
L001494,Y,N,Y,Y,Y,COMPLETE,2025-10-31
L001495,Y,Y,Y,N,Y,INCOMPLETE,2025-09-12
L001496,Y,Y,N,N,Y,COMPLETE,2026-03-25
L001497,Y,N,Y,Y,Y,COMPLETE,2026-02-20
L001498,Y,N,Y,Y,N,COMPLETE,2025-10-26
L001499,Y,N,Y,N,N,COMPLETE,2026-04-27
L001500,Y,N,Y,N,Y,COMPLETE,2025-12-14
L001501,Y,N,Y,Y,N,COMPLETE,2026-01-03
L001502,N,Y,Y,Y,N,COMPLETE,2025-10-12
L001503,Y,Y,N,N,Y,COMPLETE,2026-02-02
L001504,Y,Y,N,N,N,COMPLETE,2025-09-17
L001505,N,Y,Y,Y,Y,COMPLETE,2026-05-11
L001506,Y,N,Y,N,N,COMPLETE,2026-05-10
L001508,Y,N,Y,Y,Y,COMPLETE,2026-03-06
L001509,Y,N,Y,N,Y,COMPLETE,2026-04-23
L001510,Y,N,Y,N,N,COMPLETE,2025-11-16
L001511,Y,N,Y,N,Y,MISSING,2026-05-30
L001512,N,Y,N,N,N,COMPLETE,2025-10-05
L001513,Y,Y,N,N,Y,COMPLETE,2025-10-27
L001514,N,Y,Y,Y,Y,COMPLETE,2026-07-16
L001515,N,Y,Y,N,N,COMPLETE,2026-07-30
L001516,Y,N,Y,N,Y,COMPLETE,2026-08-02
L001517,Y,Y,N,N,Y,COMPLETE,2025-09-20
L001518,N,N,Y,N,Y,COMPLETE,2026-01-25
L001519,Y,Y,N,Y,Y,COMPLETE,2026-04-09
L001520,Y,N,Y,N,N,INCOMPLETE,2026-02-23
L001521,Y,Y,Y,N,Y,INCOMPLETE,2026-04-26
L001522,Y,Y,N,N,N,COMPLETE,2026-06-26
L001523,Y,N,Y,Y,Y,COMPLETE,2025-08-25
L001524,Y,N,Y,N,Y,COMPLETE,2026-03-28
L001525,Y,Y,Y,N,Y,MISSING,2026-04-20
L001526,Y,Y,N,N,Y,MISSING,2026-02-06
L001527,Y,N,N,N,N,COMPLETE,2026-06-04
L001528,Y,N,Y,N,Y,COMPLETE,2025-10-29
L001529,Y,Y,Y,Y,N,COMPLETE,2026-05-17
L001530,N,Y,N,N,Y,COMPLETE,2025-10-04
L001531,Y,N,N,N,Y,COMPLETE,2025-12-02
L001532,Y,Y,N,N,Y,COMPLETE,2026-04-24
L001533,Y,Y,Y,Y,Y,COMPLETE,2026-02-19
L001534,Y,Y,N,N,Y,COMPLETE,2026-08-22
L001535,Y,Y,Y,Y,Y,INCOMPLETE,2026-04-11
L001536,Y,Y,Y,N,Y,COMPLETE,2026-05-26
L001537,N,Y,Y,N,Y,COMPLETE,2025-08-29
L001538,Y,N,Y,Y,Y,INCOMPLETE,2026-06-21
L001539,Y,Y,N,N,N,INCOMPLETE,2025-12-06
L001540,Y,Y,Y,Y,N,COMPLETE,2025-12-04
L001541,Y,N,Y,N,N,COMPLETE,2026-07-17
L001542,Y,Y,Y,N,Y,COMPLETE,2026-04-28
L001543,N,Y,N,Y,Y,INCOMPLETE,2026-03-09
L001544,Y,Y,N,N,N,COMPLETE,2026-02-06
L001545,N,Y,Y,N,N,COMPLETE,2025-12-20
L001546,Y,Y,Y,Y,Y,MISSING,2026-04-25
L001547,Y,N,Y,Y,Y,COMPLETE,2025-11-01
L001548,Y,Y,N,N,Y,COMPLETE,2025-08-29
L001549,N,N,Y,N,Y,COMPLETE,2026-05-28
L001550,Y,N,Y,Y,Y,COMPLETE,2026-01-18
L001551,Y,N,N,N,Y,COMPLETE,2026-01-29
L001552,N,N,N,Y,N,COMPLETE,2026-07-12
L001553,Y,Y,Y,N,Y,COMPLETE,2025-11-04
L001554,Y,Y,Y,N,Y,MISSING,2026-07-28
L001555,N,Y,N,N,N,COMPLETE,2025-12-07
L001556,Y,Y,N,N,N,INCOMPLETE,2025-09-26
L001557,Y,N,Y,N,Y,MISSING,2026-01-25
L001558,N,N,Y,N,Y,COMPLETE,2026-02-12
L001559,Y,N,Y,N,Y,INCOMPLETE,2026-04-26
L001560,N,Y,Y,Y,N,COMPLETE,2026-06-06
L001561,Y,Y,N,Y,Y,COMPLETE,2025-12-13
L001562,N,N,Y,N,Y,COMPLETE,2026-06-11
L001563,Y,Y,Y,Y,N,COMPLETE,2025-10-26
L001564,N,Y,Y,N,N,INCOMPLETE,2025-09-09
L001565,Y,Y,Y,N,Y,COMPLETE,2026-03-10
L001566,Y,Y,Y,N,Y,COMPLETE,2025-11-11
L001567,Y,Y,Y,Y,Y,COMPLETE,2026-08-12
L001568,Y,N,Y,N,Y,COMPLETE,2026-05-05
L001569,Y,N,Y,N,N,COMPLETE,2026-05-01
L001570,Y,N,Y,N,N,MISSING,2026-07-22
L001571,N,Y,Y,N,Y,COMPLETE,2026-07-12
L001572,Y,N,Y,Y,N,COMPLETE,2026-05-31
L001573,Y,N,Y,N,Y,COMPLETE,2026-06-13
L001574,Y,Y,N,N,Y,COMPLETE,2025-09-28
L001575,Y,N,Y,Y,N,MISSING,2026-02-28
L001576,N,Y,N,N,N,MISSING,2025-11-09
L001577,Y,N,Y,N,Y,COMPLETE,2026-05-16
L001578,Y,N,Y,Y,N,COMPLETE,2026-07-04
L001579,Y,Y,N,Y,Y,COMPLETE,2025-09-04
L001580,Y,N,Y,N,Y,COMPLETE,2026-08-19
L001581,Y,N,Y,Y,Y,COMPLETE,2025-12-20
L001582,Y,N,N,Y,Y,COMPLETE,2026-04-14
L001583,N,Y,N,N,Y,MISSING,2026-07-16
L001584,Y,Y,N,N,N,COMPLETE,2026-08-24
L001585,N,N,Y,N,Y,COMPLETE,2026-06-13
L001586,Y,N,Y,N,Y,COMPLETE,2026-05-16
L001587,Y,Y,N,N,N,MISSING,2025-10-05
L001588,N,N,N,N,Y,COMPLETE,2026-04-14
L001589,Y,Y,Y,N,Y,COMPLETE,2026-06-24
L001590,N,N,Y,Y,Y,COMPLETE,2026-07-03
L001591,N,Y,Y,N,Y,COMPLETE,2026-04-07
L001592,Y,Y,N,Y,Y,COMPLETE,2026-04-02
L001593,Y,N,N,N,N,COMPLETE,2026-03-27
L001594,Y,N,Y,N,N,INCOMPLETE,2025-10-13
L001595,Y,N,Y,N,N,COMPLETE,2026-05-05
L001596,Y,N,Y,N,N,COMPLETE,2026-06-26
L001597,Y,Y,N,N,N,COMPLETE,2026-03-19
L001598,Y,N,Y,N,N,COMPLETE,2025-10-18
L001599,N,N,N,Y,N,COMPLETE,2026-02-05
L001600,Y,Y,Y,N,N,COMPLETE,2026-04-08
L001601,Y,N,N,Y,Y,COMPLETE,2025-12-10
L001602,N,Y,Y,N,Y,MISSING,2026-01-13
L001603,Y,Y,Y,N,Y,COMPLETE,2026-05-17
L001604,Y,N,Y,N,N,COMPLETE,2025-10-13
L001605,Y,Y,Y,N,Y,COMPLETE,2026-07-24
L001606,N,Y,Y,N,N,COMPLETE,2026-06-23
L001607,N,Y,Y,Y,Y,COMPLETE,2025-11-08
L001608,Y,N,Y,Y,Y,COMPLETE,2026-08-08
L001609,N,N,N,Y,Y,MISSING,2025-11-16
L001610,Y,N,Y,Y,Y,COMPLETE,2026-02-16
L001611,Y,N,N,Y,Y,COMPLETE,2025-12-31
L001612,N,N,Y,Y,Y,INCOMPLETE,2025-09-21
L001613,N,N,Y,Y,N,COMPLETE,2025-10-30
L001614,Y,N,Y,Y,N,INCOMPLETE,2026-08-13
L001615,N,Y,Y,N,Y,COMPLETE,2026-08-03
L001616,Y,Y,Y,N,Y,COMPLETE,2025-11-09
L001617,Y,Y,Y,N,Y,INCOMPLETE,2026-07-10
L001618,Y,Y,Y,Y,N,COMPLETE,2026-08-02
L001620,Y,Y,Y,N,Y,MISSING,2026-01-08
L001621,Y,Y,Y,N,Y,COMPLETE,2025-12-21
L001622,Y,Y,Y,N,Y,COMPLETE,2025-08-30
L001623,Y,N,N,N,Y,COMPLETE,2026-02-10
L001624,Y,Y,Y,Y,N,COMPLETE,2026-03-20
L001625,N,N,Y,N,Y,COMPLETE,2026-03-29
L001626,Y,Y,Y,N,Y,COMPLETE,2026-06-25
L001627,N,Y,N,N,Y,COMPLETE,2026-04-12
L001628,Y,Y,Y,N,N,COMPLETE,2026-03-29
L001629,Y,N,N,N,N,MISSING,2026-05-12
L001630,Y,Y,Y,N,Y,COMPLETE,2026-06-08
L001631,Y,Y,Y,N,N,COMPLETE,2026-01-14
L001632,Y,Y,Y,Y,N,MISSING,2025-12-31
L001633,Y,Y,Y,N,Y,COMPLETE,2026-04-26
L001634,Y,N,N,Y,N,COMPLETE,2025-09-15
L001635,Y,N,Y,Y,Y,COMPLETE,2026-04-08
L001636,Y,Y,Y,N,Y,MISSING,2026-01-05
L001637,Y,N,Y,N,N,COMPLETE,2026-06-02
L001638,Y,Y,Y,Y,N,COMPLETE,2025-10-10
L001639,Y,Y,Y,Y,Y,COMPLETE,2025-10-10
L001640,Y,N,Y,Y,N,COMPLETE,2025-09-29
L001641,Y,Y,Y,N,Y,COMPLETE,2026-02-13
L001642,Y,N,Y,N,N,INCOMPLETE,2026-07-10
L001643,Y,N,N,Y,Y,COMPLETE,2025-12-01
L001644,Y,N,N,N,Y,MISSING,2026-03-26
L001645,Y,Y,Y,N,Y,COMPLETE,2025-10-13
L001646,Y,Y,Y,N,Y,COMPLETE,2026-05-23
L001647,Y,Y,Y,N,Y,MISSING,2025-08-31
L001648,Y,N,Y,N,N,INCOMPLETE,2025-12-16
L001649,Y,Y,N,N,Y,COMPLETE,2025-09-05
L001650,N,Y,Y,N,Y,COMPLETE,2025-09-25
L001651,N,N,Y,N,N,COMPLETE,2026-03-01
L001652,Y,Y,Y,Y,Y,COMPLETE,2025-09-05
L001653,Y,Y,Y,Y,N,COMPLETE,2025-12-07
L001654,Y,Y,Y,N,Y,COMPLETE,2026-03-03
L001655,N,N,Y,Y,Y,COMPLETE,2025-12-30
L001656,Y,Y,N,N,Y,INCOMPLETE,2025-09-23
L001657,Y,Y,Y,Y,Y,COMPLETE,2025-12-28
L001658,N,N,N,N,N,COMPLETE,2026-06-25
L001659,Y,N,Y,N,Y,COMPLETE,2026-05-10
L001660,Y,N,Y,N,N,COMPLETE,2026-05-26
L001661,Y,N,Y,N,Y,COMPLETE,2026-05-29
L001662,Y,Y,Y,N,Y,INCOMPLETE,2025-12-12
L001663,Y,Y,N,N,Y,INCOMPLETE,2025-11-13
L001664,Y,N,N,N,N,COMPLETE,2026-01-17
L001665,Y,N,N,N,N,COMPLETE,2025-09-19
L001666,Y,N,N,N,Y,COMPLETE,2025-11-10
L001667,N,N,Y,N,Y,COMPLETE,2025-10-31
L001668,N,N,Y,Y,Y,COMPLETE,2025-09-30
L001669,Y,N,Y,N,Y,COMPLETE,2026-08-23
L001670,Y,Y,N,N,Y,MISSING,2025-12-12
L001671,Y,Y,Y,N,N,COMPLETE,2026-08-21
L001672,N,Y,Y,N,Y,COMPLETE,2026-03-26
L001673,Y,N,Y,N,Y,COMPLETE,2025-10-06
L001674,Y,Y,Y,Y,Y,COMPLETE,2026-05-22
L001675,Y,Y,Y,N,N,COMPLETE,2026-04-11
L001676,N,Y,N,N,Y,COMPLETE,2026-07-06
L001677,Y,N,Y,N,Y,COMPLETE,2026-03-16
L001678,Y,Y,Y,N,Y,INCOMPLETE,2025-11-11
L001679,Y,N,Y,N,Y,COMPLETE,2025-09-20
L001681,Y,Y,N,N,Y,COMPLETE,2026-02-27
L001682,Y,Y,Y,N,N,COMPLETE,2025-09-11
L001683,Y,Y,Y,Y,N,COMPLETE,2026-07-22
L001684,Y,N,Y,N,Y,COMPLETE,2026-07-23
L001685,Y,Y,Y,N,Y,COMPLETE,2026-01-20
L001686,Y,Y,Y,N,N,COMPLETE,2025-09-14
L001687,Y,N,Y,N,N,COMPLETE,2025-09-26
L001688,Y,Y,Y,N,Y,COMPLETE,2026-02-18
L001689,Y,N,Y,N,N,COMPLETE,2026-05-30
L001690,Y,Y,Y,Y,Y,COMPLETE,2026-03-27
L001691,Y,Y,N,N,Y,COMPLETE,2025-12-29
L001692,N,Y,Y,N,Y,COMPLETE,2026-03-18
L001693,Y,N,Y,N,Y,COMPLETE,2026-01-02
L001694,Y,N,N,Y,Y,INCOMPLETE,2025-11-01
L001695,N,Y,N,Y,N,COMPLETE,2026-04-05
L001696,Y,Y,Y,Y,Y,INCOMPLETE,2026-04-12
L001697,Y,N,Y,N,N,INCOMPLETE,2025-11-22
L001698,Y,N,N,N,Y,COMPLETE,2025-10-30
L001699,Y,Y,N,N,N,COMPLETE,2026-02-14
L001700,N,N,Y,N,Y,INCOMPLETE,2025-09-28
L001701,Y,N,N,Y,Y,COMPLETE,2025-08-25
L001702,Y,N,Y,N,Y,COMPLETE,2025-10-09
L001703,Y,N,N,N,Y,COMPLETE,2025-12-27
L001704,Y,N,Y,Y,N,COMPLETE,2025-10-03
L001705,N,Y,Y,N,Y,COMPLETE,2025-12-05
L001706,Y,Y,Y,N,N,COMPLETE,2025-08-28
L001707,N,Y,Y,N,N,COMPLETE,2025-09-19
L001708,Y,Y,Y,Y,Y,COMPLETE,2025-09-16
L001709,Y,Y,Y,Y,Y,COMPLETE,2026-04-05
L001710,Y,N,Y,N,Y,INCOMPLETE,2026-07-05
L001711,Y,N,N,N,Y,COMPLETE,2025-12-06
L001712,N,Y,Y,Y,N,MISSING,2026-05-28
L001713,Y,Y,Y,Y,Y,COMPLETE,2026-03-27
L001714,Y,N,Y,N,Y,COMPLETE,2025-11-10
L001715,Y,N,Y,N,Y,COMPLETE,2026-08-07
L001716,Y,Y,Y,N,N,COMPLETE,2025-08-29
L001717,Y,N,Y,Y,Y,INCOMPLETE,2025-12-12
L001718,Y,Y,Y,N,Y,COMPLETE,2025-12-15
L001719,Y,Y,Y,Y,Y,MISSING,2026-07-25
L001720,Y,N,Y,N,N,INCOMPLETE,2026-07-09
L001721,N,Y,Y,Y,Y,COMPLETE,2026-04-27
L001722,N,Y,Y,Y,Y,COMPLETE,2026-03-06
L001723,Y,N,N,N,Y,MISSING,2026-01-30
L001724,Y,Y,Y,N,Y,COMPLETE,2026-07-28
L001725,N,Y,Y,N,Y,MISSING,2026-06-18
L001726,Y,Y,N,N,Y,COMPLETE,2025-10-03
L001727,Y,Y,N,Y,N,COMPLETE,2025-09-02
L001728,Y,N,Y,N,Y,COMPLETE,2026-04-08
L001729,Y,N,Y,Y,N,COMPLETE,2025-11-09
L001730,Y,N,Y,N,Y,COMPLETE,2025-10-30
L001731,Y,N,Y,N,Y,COMPLETE,2026-06-10
L001732,Y,N,N,N,Y,MISSING,2025-09-11
L001733,Y,N,Y,N,Y,COMPLETE,2025-10-28
L001734,Y,N,N,N,Y,INCOMPLETE,2026-03-23
L001735,Y,N,N,N,Y,COMPLETE,2025-12-03
L001736,Y,N,Y,Y,Y,COMPLETE,2025-12-06
L001737,N,N,N,N,Y,INCOMPLETE,2025-10-16
L001738,Y,Y,Y,Y,Y,COMPLETE,2025-11-12
L001739,Y,Y,Y,Y,N,COMPLETE,2026-01-13
L001740,N,N,Y,N,Y,COMPLETE,2025-12-18
L001741,N,N,Y,N,Y,COMPLETE,2026-02-20
L001742,Y,Y,Y,N,Y,COMPLETE,2026-03-15
L001743,Y,Y,Y,N,Y,COMPLETE,2025-12-24
L001744,Y,Y,Y,N,Y,COMPLETE,2026-03-25
L001745,Y,N,Y,Y,Y,COMPLETE,2025-09-13
L001746,Y,N,Y,Y,Y,COMPLETE,2025-10-19
L001747,N,N,Y,Y,Y,COMPLETE,2026-08-24
L001748,Y,Y,N,N,Y,COMPLETE,2025-11-18
L001749,Y,N,Y,Y,Y,COMPLETE,2026-04-03
L001750,Y,Y,Y,N,N,COMPLETE,2025-12-08
L001751,Y,Y,Y,N,N,COMPLETE,2025-11-10
L001752,Y,N,Y,N,Y,INCOMPLETE,2026-08-23
L001753,N,N,Y,Y,N,MISSING,2025-09-23
L001754,Y,N,Y,N,Y,COMPLETE,2025-11-09
L001755,N,Y,N,Y,N,COMPLETE,2026-07-30
L001756,Y,Y,Y,Y,Y,INCOMPLETE,2025-10-08
L001757,Y,Y,Y,N,N,MISSING,2026-01-01
L001758,Y,Y,N,Y,Y,COMPLETE,2025-09-27
L001759,Y,Y,N,Y,Y,COMPLETE,2025-12-10
L001760,Y,Y,N,Y,Y,COMPLETE,2026-05-31
L001761,Y,N,N,N,Y,COMPLETE,2026-03-22
L001762,Y,Y,N,Y,Y,COMPLETE,2025-10-09
L001763,Y,Y,Y,N,Y,COMPLETE,2025-10-07
L001764,Y,N,Y,N,Y,COMPLETE,2025-11-08
L001765,N,N,Y,Y,Y,COMPLETE,2026-07-27
L001766,Y,Y,Y,N,Y,COMPLETE,2026-08-14
L001767,Y,N,N,N,Y,COMPLETE,2026-06-21
L001768,Y,Y,N,Y,Y,INCOMPLETE,2026-02-17
L001769,Y,Y,Y,Y,Y,COMPLETE,2026-01-26
L001770,Y,N,Y,Y,N,INCOMPLETE,2025-12-24
L001771,Y,N,N,N,Y,COMPLETE,2025-11-18
L001772,Y,N,Y,N,Y,INCOMPLETE,2026-05-26
L001773,Y,Y,Y,N,Y,COMPLETE,2026-05-17
L001774,N,Y,Y,Y,Y,COMPLETE,2025-09-19
L001775,Y,Y,Y,Y,Y,COMPLETE,2026-04-27
L001776,N,Y,Y,Y,Y,INCOMPLETE,2025-09-14
L001777,Y,Y,Y,Y,Y,COMPLETE,2026-03-11
L001778,Y,N,Y,N,N,COMPLETE,2026-02-13
L001779,Y,Y,N,N,Y,COMPLETE,2026-02-24
L001780,Y,Y,N,N,Y,COMPLETE,2026-04-02
L001781,Y,Y,N,Y,Y,COMPLETE,2026-01-05
L001782,N,Y,Y,N,N,COMPLETE,2026-07-18
L001783,N,N,N,N,Y,COMPLETE,2026-02-23
L001784,Y,Y,Y,N,N,INCOMPLETE,2025-09-04
L001785,Y,N,N,N,Y,COMPLETE,2025-10-19
L001786,N,Y,N,N,Y,COMPLETE,2025-10-12
L001787,N,Y,Y,N,N,COMPLETE,2026-05-03
L001788,Y,Y,N,Y,Y,COMPLETE,2026-03-02
L001789,Y,N,Y,Y,Y,INCOMPLETE,2025-10-01
L001790,Y,N,Y,N,Y,COMPLETE,2026-08-13
L001791,Y,Y,N,N,Y,COMPLETE,2026-01-24
L001792,Y,Y,Y,N,N,COMPLETE,2026-02-25
L001793,Y,N,Y,N,Y,COMPLETE,2026-01-07
L001794,Y,N,N,N,Y,COMPLETE,2026-03-28
L001795,Y,Y,Y,Y,Y,COMPLETE,2025-12-23
L001796,Y,N,Y,N,Y,INCOMPLETE,2025-11-27
L001797,Y,Y,N,N,N,INCOMPLETE,2025-12-21
